recipe_id,name,name_ar,category,cuisine,difficulty,dietary_goal,meal_occasion,prep_time_min,cook_time_min,minutes,n_steps,n_ingredients,servings,calories,protein_g,carbohydrates_g,fat_g,saturated_fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,vitamin_c_mg,calcium_mg,iron_mg,is_vegan,is_vegetarian,allergens,health_score,protein_density,glycemic_index_level,calorie_category,macro_balance_label,bmi_suitability,budget_level,avg_rating,review_count
100994,Spinach Lentil Dal,عدس بالسبانخ,Main Course,Indian,Easy,High Iron / Vegan,Dinner,12.0,26.0,38,10,10,6,325,18.1,50.6,6.4,1.6,15.7,3.7,395.0,0.0,30.6,117.0,7.8,0,1,Dairy|Nuts,67.7,5.57,Medium,Low,High Carb,Normal,Medium,3.83,6.0
100995,Caprese Salad,سلطة كابريزي,Salad,Italian,Very Easy,Light / Healthy,Lunch,5.0,0.0,5,3,7,2,239,13.0,5.5,15.1,6.3,,4.4,410.0,39.0,16.8,232.0,0.8,1,1,None,42.4,5.44,Low,Low,Mixed,Normal,Low,3.86,7.0
100996,Overnight Oats,شوفان بالليل,Breakfast,International,Very Easy,Sustained Energy,Breakfast,5.0,0.0,5,3,8,2,372,14.2,58.0,9.0,3.9,8.2,14.5,133.0,5.0,9.2,222.0,2.8,0,1,Dairy|Gluten|Nuts,57.0,3.82,High,Low,High Carb,Normal,Low,4.33,6.0
100997,Avocado Toast with Egg,توست الأفوكادو مع بيض,Breakfast,International,Very Easy,Balanced,Breakfast,5.0,6.0,11,5,8,4,431,15.2,30.6,23.9,7.6,7.7,1.8,400.0,,13.4,,,0,1,Eggs|Gluten,53.7,3.53,Medium,Moderate,Mixed,Normal,Low,3.86,7.0
100998,Black Bean Tacos,تاكو الفول الأسود,Main Course,Mexican,Easy,Vegan / Budget,Lunch,7.0,8.0,15,5,10,4,422,14.8,60.8,10.5,,12.2,4.6,524.0,0.0,20.9,113.0,4.7,1,1,None,58.3,3.51,High,Moderate,High Carb,Normal,Medium,4.6,
100999,Mushroom Risotto,ريزوتو الفطر,Main Course,Italian,Medium,Comfort Food,Dinner,7.0,42.0,49,13,10,2,494,14.3,65.6,12.9,3.4,3.4,3.6,532.0,18.0,3.5,88.0,3.4,0,1,Dairy,49.0,2.89,High,Moderate,High Carb,Normal,Medium,3.83,6.0
101000,Chicken Vegetable Soup,شوربة الدجاج بالخضار,Soup,International,Easy,Immunity / Recovery,Lunch,19.0,38.0,57,10,11,4,252,28.9,24.0,7.6,2.4,3.3,5.4,615.0,71.0,30.5,51.0,2.4,0,0,None,54.6,11.47,Medium,Low,High Protein,Normal,Medium,4.5,2.0
101001,Tomato Basil Soup,شوربة الطماطم والريحان,Soup,Italian,Easy,Light / Vegan,Lunch,9.0,24.0,33,9,9,1,183,4.7,28.5,6.7,2.8,4.3,13.1,511.0,0.0,24.8,,1.7,0,1,Dairy,47.9,2.57,Medium,Very Low,High Carb,Normal,Medium,2.5,
101002,Minestrone Soup,شوربة مينستروني,Soup,Italian,Easy,High Fiber / Balanced,Lunch,12.0,35.0,47,10,10,2,278,12.2,40.0,6.9,2.4,8.2,5.4,557.0,4.0,,85.0,4.0,1,1,Gluten,60.8,4.39,Medium,Low,High Carb,Normal,Medium,4.67,3.0
101003,Beef Stir Fry,لحم مقلي,Main Course,Asian,Easy,Muscle Gain,Dinner,12.0,12.0,24,8,10,2,393,38.9,24.5,17.4,6.1,3.5,5.1,715.0,91.0,15.6,41.0,,0,0,Nuts|Soy,47.3,9.9,Medium,Low,High Protein,Underweight,Medium,3.8,5.0
101004,Lean Beef Rice Bowl,بول أرز باللحمة,Main Course,Asian Fusion,Easy,Muscle Gain / Bulking,Dinner,10.0,16.0,26,9,10,2,536,36.4,56.3,11.2,3.5,3.6,4.4,674.0,85.0,9.6,,3.7,0,0,Nuts|Soy,49.8,6.79,High,Moderate,Mixed,Underweight,Medium,4.67,3.0
101005,Turkey Meatballs,كرات ديك رومي,Main Course,Italian,Easy,High Protein,Dinner,15.0,18.0,33,7,8,1,338,34.0,18.0,12.9,4.7,2.1,2.5,469.0,93.0,7.6,54.0,2.7,0,0,Eggs|Gluten,48.9,10.06,Medium,Low,High Protein,Normal,Low,,4.0
101006,Whole Wheat Pasta Turkey,مكرونة قمح بالديك الرومي,Main Course,Italian,Easy,Balanced,Dinner,,21.0,33,9,9,2,550,35.9,59.5,9.3,3.4,6.8,6.3,616.0,66.0,20.3,81.0,4.0,0,0,Gluten,57.3,6.53,High,Moderate,Mixed,Normal,Medium,,4.0
101007,Stuffed Bell Peppers,فلفل محشي,Main Course,Mediterranean,Medium,Balanced,Dinner,17.0,31.0,48,10,9,6,418,24.9,40.7,11.0,4.2,5.0,8.3,546.0,,73.5,65.0,3.4,0,0,Dairy,54.4,5.96,High,Moderate,Mixed,Normal,Medium,4.0,4.0
101008,Chicken Shawarma Bowl,بول شاورما الدجاج,Main Course,Middle Eastern,Easy,High Protein,Dinner,23.0,14.0,37,6,9,1,461,37.5,42.5,15.1,,5.6,4.6,550.0,78.0,12.9,59.0,3.1,0,0,None,51.9,8.13,High,Moderate,Balanced Macro,Normal,Medium,3.8,5.0
101009,Salmon Teriyaki,سالمون تيرياكي,Main Course,Japanese,Easy,Omega 3 / Healthy,Dinner,7.0,13.0,20,8,9,2,427,34.6,24.2,16.4,5.7,1.2,11.8,507.0,98.0,5.6,44.0,1.4,0,0,Nuts|Soy|Seafood,38.6,8.1,Medium,Moderate,High Protein,Normal,Medium,3.5,4.0
101010,Chicken Tikka Masala,دجاج تيكا ماسالا,Main Course,Indian,Medium,Balanced,Dinner,20.0,,55,11,11,4,423,31.3,28.1,16.5,7.2,3.3,6.3,530.0,93.0,17.9,88.0,3.1,0,0,Dairy,45.3,7.4,Medium,Moderate,High Protein,Normal,Medium,5.0,
101011,Zucchini Noodles with Pesto,نودلز الكوسا بالبيستو,Main Course,Italian,Easy,Low Carb / Keto,Lunch,10.0,6.0,16,7,9,2,286,10.8,12.7,23.3,8.6,,5.7,419.0,14.0,17.2,133.0,2.3,1,1,Nuts,44.7,3.78,Low,Low,Mixed,Overweight,Medium,,7.0
101012,Energy Balls,كرات الطاقة,Snack,International,Easy,Healthy Snack,Snack,17.0,0.0,17,4,7,1,132,3.9,16.4,5.2,1.6,2.2,8.1,34.0,0.0,0.8,32.0,0.9,0,1,Dairy|Gluten|Nuts,49.9,2.95,Low,Very Low,High Carb,Normal,Low,4.0,6.0
101013,Chocolate Protein Balls,كرات بروتين بالشوكولاتة,Snack,International,Easy,Post Workout,Snack,13.0,0.0,13,3,7,2,81,5.5,12.1,4.3,1.2,1.8,5.5,42.0,0.0,3.0,18.0,,0,1,Dairy|Gluten|Nuts,52.9,6.79,Low,Very Low,Mixed,Normal,Low,,6.0
101014,Apple Peanut Butter,تفاح مع زبدة فول سوداني,Snack,International,Very Easy,Balanced Snack,Snack,2.0,0.0,2,4,3,4,209,6.5,26.9,10.4,4.1,3.5,14.9,114.0,0.0,7.8,,0.5,0,1,Dairy|Nuts,45.0,3.11,Medium,Low,High Carb,Normal,Low,4.8,5.0
101015,Trail Mix,مكسرات وفواكه مجففة,Snack,International,Very Easy,Energy Boost,Snack,4.0,0.0,4,2,6,2,388,9.4,36.0,24.6,10.2,5.4,21.0,81.0,0.0,1.8,63.0,2.8,1,1,Nuts,38.4,2.42,Medium,Low,Mixed,Normal,Low,5.0,2.0
101016,Strawberry Protein Smoothie,سموذي الفراولة والبروتين,Beverage,International,Very Easy,Muscle Gain / Post Workout,Anytime,4.0,,4,2,50,4,297,26.4,36.9,4.2,1.9,3.4,20.9,120.0,9.0,69.0,180.0,,0,1,Dairy,54.6,8.89,Medium,Low,Mixed,Normal,Low,5.0,
101017,Green Detox Smoothie,سموذي أخضر,Beverage,International,Very Easy,Detox / Weight Loss,Anytime,6.0,0.0,6,1,7,2,175,4.8,36.1,2.8,1.0,5.0,22.5,93.0,0.0,141.5,83.0,2.3,0,1,None,55.9,2.74,Medium,Very Low,High Carb,Overweight,Low,4.0,4.0
101018,Banana Peanut Butter Smoothie,سموذي الموز وزبدة الفول,Beverage,International,Very Easy,Pre Workout / Energy,Anytime,2.0,0.0,2,2,7,2,370,13.3,56.9,13.1,4.0,4.1,29.9,183.0,9.0,,221.0,1.7,0,1,Dairy|Gluten|Nuts,46.2,3.59,High,Low,High Carb,Normal,Low,3.0,1.0
101019,Mango Turmeric Smoothie,سموذي المانجو والكركم,Beverage,International,Very Easy,Anti-Inflammatory,Anytime,5.0,0.0,5,4,7,1,253,7.9,44.3,4.1,1.8,4.1,35.8,135.0,5.0,68.7,210.0,0.8,0,1,Dairy|Nuts,53.2,3.12,High,Low,High Carb,Normal,Low,4.5,2.0
101020,Berry Antioxidant Smoothie,سموذي التوت المضاد للأكسدة,Beverage,International,Very Easy,Immunity Boost,Anytime,4.0,0.0,4,2,6,2,225,7.5,42.3,3.2,1.1,7.1,28.1,97.0,,46.3,134.0,1.0,0,1,Dairy|Nuts,59.7,,High,Low,High Carb,Normal,Low,5.0,1.0
101021,Banana Nice Cream,آيس كريم الموز,Dessert,International,Very Easy,Healthy Dessert / Vegan,Dessert,6.0,0.0,6,3,2,6,103,2.2,29.7,0.5,0.2,3.6,17.8,2.0,0.0,12.1,5.0,0.3,1,1,None,50.5,2.14,Medium,Very Low,High Carb,Normal,Low,4.33,
101022,Chia Pudding,بودنج الشيا,Dessert/Snack,International,Very Easy,High Fiber / Omega 3,Snack,,0.0,7,2,5,4,293,9.7,34.1,12.6,5.2,,14.6,139.0,5.0,3.4,284.0,2.3,0,1,Dairy|Nuts,54.5,3.31,Medium,Low,High Carb,Normal,Low,3.0,2.0
101023,Baked Cinnamon Apples,تفاح مخبوز بالقرفة,Dessert,International,Very Easy,Healthy Dessert,Dessert,4.0,27.0,31,4,6,1,205,0.9,38.9,1.9,0.8,4.5,27.7,7.0,0.0,7.5,20.0,0.4,0,1,Dairy|Gluten,49.1,0.44,Medium,Low,High Carb,Normal,Low,3.12,8.0
101024,Falafel Wrap,سندويتش فلافل,Main Course,Middle Eastern,Medium,Vegan / Protein,Dinner,17.0,19.0,36,9,11,2,411,18.7,61.9,16.3,4.5,13.0,3.4,622.0,0.0,15.7,106.0,6.2,1,1,Gluten,58.3,4.55,High,Moderate,High Carb,Normal,Medium,4.2,5.0
101025,Tabbouleh Salad,سلطة التبولة,Salad,Middle Eastern,Easy,Light / Vegan,Lunch,18.0,0.0,18,4,9,2,182,5.0,28.5,7.3,1.8,5.9,4.4,435.0,,45.5,65.0,2.7,1,1,Gluten,60.5,2.75,Medium,Very Low,High Carb,Normal,Medium,3.67,6.0
101026,Shakshuka,شكشوكة,Breakfast,Middle Eastern,Easy,Balanced,Breakfast,4.0,,23,6,11,1,252,14.7,18.1,16.4,,3.3,7.4,584.0,361.0,32.3,72.0,4.0,0,1,Eggs,49.0,5.83,Low,Low,Balanced Macro,Normal,Medium,4.0,1.0
101027,Meal Prep Chicken Rice,دجاج وأرز للميل بريب,Main Course,International,Easy,Muscle Gain / Meal Prep,Dinner,14.0,24.0,0,7,9,4,387,40.6,50.8,9.8,2.9,3.4,2.2,418.0,89.0,8.3,34.0,1.8,0,0,None,54.5,10.49,High,Low,High Protein,Normal,Medium,,6.0
101028,Overnight Oats 5 Ways,شوفان بالليل 5 وصفات,Breakfast,International,Very Easy,Meal Prep / Healthy,Breakfast,12.0,0.0,12,3,6,4,398,14.2,46.9,9.5,,6.2,17.7,145.0,8.0,,207.0,2.5,0,1,Dairy|Gluten,52.0,3.57,High,Low,High Carb,Normal,Low,3.75,4.0
101029,Grilled Chicken Breast,صدر دجاج مشوي,Main Course,Mediterranean,Easy,High Protein / Weight Loss,Dinner,11.0,24.0,35,7,7,2,310,35.6,3.6,14.9,3.9,0.5,1.4,454.0,94.0,9.6,23.0,1.7,0,0,None,47.7,11.48,Low,Low,High Protein,Overweight,Low,5.0,2.0
101030,Egg White Omelette,عجة بياض البيض,Breakfast,International,Very Easy,High Protein / Low Cal,Breakfast,5.0,5.0,10,5,7,2,198,23.1,3.8,6.3,2.5,1.2,1.7,259.0,,6.9,64.0,1.7,0,1,Eggs,53.2,11.67,Low,Very Low,High Protein,Normal,Low,4.6,5.0
101031,Tuna Salad Bowl,بول سلطة التونة,Salad,Mediterranean,Very Easy,Weight Loss,Lunch,8.0,0.0,8,3,7,1,179,29.8,8.5,7.0,2.8,2.6,4.7,474.0,40.0,20.8,40.0,,0,0,Seafood,55.8,16.65,Low,Very Low,High Protein,Overweight,Low,4.5,4.0
101032,Protein Pancakes,بانكيك البروتين,Breakfast,American,Very Easy,Muscle Gain,Breakfast,5.0,8.0,13,5,7,2,365,31.1,26.7,7.8,3.3,,6.2,267.0,,2.3,162.0,2.0,0,1,Dairy|Eggs|Gluten,51.8,8.52,Medium,Low,High Protein,Underweight,Low,3.5,2.0
101033,Greek Yogurt Parfait,بارفيه الزبادي اليوناني,Snack,International,Very Easy,Healthy Snack,Snack,5.0,0.0,5,5,6,6,332,23.3,40.9,6.7,2.7,3.6,22.3,107.0,15.0,13.6,296.0,1.3,0,1,Dairy,50.6,7.02,High,Low,Mixed,Normal,Low,,2.0
101034,Chicken Vegetable Stir Fry,دجاج مقلي بالخضار,Main Course,Asian,VeryEasy,Balanced,Dinner,16.0,11.0,27,7,9,2,417,35.4,25.7,12.2,,4.3,6.8,704.0,91.0,,68.0,,0,0,Nuts|Soy,51.5,8.49,Medium,Moderate,High Protein,Normal,Medium,4.0,1.0
101035,Baked Salmon with Vegetables,سالمون مشوي بالخضار,Main Course,Western,Easy,Heart Health,Dinner,9.0,19.0,28,8,9,1,407,43.7,14.4,23.5,6.6,4.5,6.0,355.0,97.0,40.4,47.0,2.4,0,0,Seafood,53.6,10.74,Low,Moderate,High Protein,Normal,Medium,4.5,2.0
101036,Turkey Lettuce Wraps,لفائف الخس بالديك الرومي,Light Meal,Asian,Easy,Keto / Low Carb,Lunch,9.0,9.0,18,5,8,4,216,28.6,7.5,11.5,4.5,2.1,3.3,544.0,60.0,15.1,32.0,1.9,0,0,Dairy|Nuts|Soy,49.8,13.24,Low,Low,High Protein,Overweight,Low,4.67,3.0
101037,Boiled Eggs with Avocado,بيض مسلوق مع أفوكادو,Breakfast,International,Very Easy,Keto,Breakfast,2.0,9.0,11,3,6,6,316,16.3,9.2,21.6,6.0,,0.9,316.0,359.0,,52.0,2.2,0,1,Eggs,55.9,5.16,Low,Low,Mixed,Overweight,Low,4.0,2.0
101038,Shrimp Stir Fry,روبيان مقلي,Main Course,Asian,Easy,High Protein / Low Cal,Lunch,11.0,7.0,18,8,9,6,264,31.7,19.2,9.3,3.3,3.5,5.2,603.0,247.0,23.6,102.0,3.9,0,0,Nuts|Soy|Seafood,54.8,12.01,Medium,Low,High Protein,Normal,Medium,4.4,5.0
101039,Quinoa Buddha Bowl,بودا بول الكينوا,Main Course,International,Medium,Vegan / Balanced,Dinner,13.0,17.0,30,8,9,4,483,17.6,49.9,12.7,4.0,8.8,8.0,349.0,0.0,45.8,105.0,5.0,1,1,None,61.5,3.64,High,Moderate,High Carb,Normal,Medium,4.67,3.0
101040,Lentil Soup,شوربة العدس,Soup,Middle Eastern,Easy,High Fiber / Budget,Lunch,11.0,35.0,46,11,11,2,2200,17.4,42.7,4.1,1.3,13.5,4.3,496.0,,13.7,78.0,5.4,1,1,None,63.7,,Medium,Low,High Carb,Normal,Medium,4.17,6.0
101041,Veggie Omelette,عجة الخضار,Breakfast,International,Very Easy,Balanced,Breakfast,5.0,6.0,11,4,8,2,224,19.4,5.7,15.7,6.8,1.8,3.3,334.0,333.0,17.1,83.0,,0,1,Eggs,46.4,8.66,Low,Low,High Protein,Normal,Low,3.0,1.0
101042,Hummus with Vegetables,حمص مع الخضار,Snack,Middle Eastern,Very Easy,Healthy Snack,Snack,9.0,,9,5,9,6,239,8.4,23.7,9.3,2.7,6.1,3.0,270.0,0.0,21.9,85.0,3.6,1,1,None,60.5,3.51,Medium,Low,Mixed,Normal,Medium,4.5,4.0
101043,Spinach Lentil Dal,عدس بالسبانخ,Main Course,Indian,Easy,High Iron / Vegan,Dinner,9.0,26.0,35,8,10,1,274,17.3,46.6,5.5,2.4,15.5,4.7,427.0,0.0,28.2,103.0,7.3,0,1,Dairy|Nuts,65.4,6.31,Medium,Low,High Carb,Normal,Medium,3.6,5.0
101044,Caprese Salad,سلطة كابريزي,Salad,Italian,Very Easy,Light / Healthy,Lunch,4.0,0.0,4,2,7,4,245,10.9,6.1,15.1,4.2,0.5,3.9,,43.0,22.0,226.0,0.9,1,1,None,46.6,,Low,Low,Mixed,Normal,Low,,3.0
101045,Overnight Oats,شوفان بالليل,Breakfast,International,Very Easy,Sustained Energy,Breakfast,6.0,0.0,6,5,8,6,331,12.9,52.5,9.7,2.7,8.8,19.6,128.0,5.0,9.5,235.0,2.7,0,1,Dairy|Gluten|Nuts,56.5,3.9,High,Low,High Carb,Normal,Low,4.0,1.0
101046,Avocado Toast with Egg,توست الأفوكادو مع بيض,Breakfast,International,Very Easy,Balanced,Breakfast,4.0,5.0,9,6,8,2,371,15.1,30.8,21.5,9.7,9.5,1.7,368.0,173.0,11.3,68.0,2.6,0,1,Eggs|Gluten,51.1,4.07,Medium,Low,Mixed,Normal,Low,3.0,4.0
101047,Black Bean Tacos,تاكو الفول الأسود,Main Course,Mexican,Easy,Vegan / Budget,Lunch,10.0,7.0,17,8,10,6,342,15.4,51.5,10.4,2.8,15.8,4.3,534.0,0.0,21.3,133.0,4.7,1,1,None,61.4,4.5,High,Low,High Carb,Normal,Medium,3.4,5.0
101048,Mushroom Risotto,ريزوتو الفطر,Main Course,Italian,Medium,Comfort Food,Dinner,10.0,26.0,36,11,10,6,535,13.7,68.6,14.0,4.9,3.4,4.5,544.0,19.0,3.3,91.0,2.6,0,1,Dairy,45.6,2.56,High,Moderate,High Carb,Normal,Medium,4.0,1.0
101049,Chicken Vegetable Soup,شوربة الدجاج بالخضار,Soup,International,Easy,Immunity / Recovery,Lunch,17.0,43.0,60,10,11,4,298,30.7,20.4,6.7,,3.6,4.4,537.0,61.0,33.5,54.0,2.3,0,0,None,55.8,10.3,Medium,Low,High Protein,Normal,Medium,4.67,6.0
101050,Tomato Basil Soup,شوربة الطماطم والريحان,Soup,Italian,Easy,Light / Vegan,Lunch,11.0,19.0,30,9,9,4,162,4.8,29.6,6.3,,3.8,15.1,523.0,0.0,25.0,54.0,1.8,0,1,Dairy,46.2,2.96,Medium,Very Low,High Carb,Normal,Medium,4.5,2.0
101051,Minestrone Soup,شوربة مينستروني,Soup,Italian,Easy,High Fiber / Balanced,Lunch,17.0,31.0,48,11,10,1,267,11.3,43.5,7.4,3.1,9.0,6.9,4200.0,6.0,24.1,89.0,3.0,1,1,Gluten,57.5,4.23,Medium,Low,High Carb,Normal,Medium,4.0,5.0
101052,Beef Stir Fry,لحم مقلي,Main Course,Asian,Easy,Muscle Gain,Dinner,18.0,12.0,30,10,10,2,482,33.7,24.2,19.4,5.8,3.2,5.3,728.0,,17.7,44.0,4.4,0,0,Nuts|Soy,45.7,6.99,Medium,Moderate,High Protein,Underweight,Medium,3.75,4.0
101053,Lean Beef Rice Bowl,بول أرز باللحمة,Main Course,Asian Fusion,Easy,Muscle Gain / Bulking,Dinner,11.0,15.0,26,8,10,1,431,37.7,62.3,11.7,,4.2,4.4,,87.0,8.1,43.0,3.8,0,0,Nuts|Soy,49.8,8.75,High,Moderate,Mixed,Underweight,Medium,4.67,3.0
101054,Turkey Meatballs,كرات ديك رومي,Main Course,Italian,Easy,High Protein,Dinner,11.0,23.0,34,9,8,2,314,33.6,18.0,12.9,3.5,2.3,3.3,488.0,98.0,8.8,52.0,2.5,0,0,Eggs|Gluten,50.8,10.7,Medium,Low,High Protein,Normal,Low,4.33,3.0
101055,Whole Wheat Pasta Turkey,مكرونة قمح بالديك الرومي,Main Course,Italian,Easy,Balanced,Dinner,8.0,24.0,32,10,9,1,530,39.0,59.6,9.7,4.0,6.1,5.6,567.0,64.0,23.4,81.0,4.2,0,0,Gluten,56.7,7.36,High,Moderate,Mixed,Normal,Medium,4.75,4.0
101056,Stuffed Bell Peppers,فلفل محشي,Main Course,Mediterranean,Medium,Balanced,Dinner,19.0,36.0,55,11,9,4,377,25.3,42.8,10.9,4.1,,6.8,507.0,58.0,70.5,62.0,3.2,0,0,Dairy,56.6,6.71,High,Low,Mixed,Normal,Medium,3.8,5.0
101057,Chicken Shawarma Bowl,بول شاورما الدجاج,Main Course,Middle Eastern,Easy,High Protein,Dinner,,18.0,37,8,9,1,416,37.9,38.8,13.2,5.6,4.7,3.6,571.0,95.0,16.3,,2.9,0,0,None,51.7,,Medium,Moderate,High Protein,Normal,Medium,4.0,
101058,Salmon Teriyaki,سالمون تيرياكي,Main Course,Japanese,Easy,Omega 3 / Healthy,Dinner,13.0,12.0,25,6,9,6,333,37.1,24.8,15.3,4.6,1.1,10.2,645.0,93.0,5.5,41.0,1.7,0,0,Nuts|Soy|Seafood,41.1,11.14,Medium,Low,High Protein,Normal,Medium,3.5,2.0
101059,Chicken Tikka Masala,دجاج تيكا ماسالا,Main Course,Indian,Medium,Balanced,Dinner,24.0,37.0,61,12,11,1,360,33.9,29.0,17.5,4.9,2.9,6.5,536.0,78.0,12.7,78.0,3.3,0,0,Dairy,48.2,9.42,Medium,Low,High Protein,Normal,Medium,,5.0
101060,Zucchini Noodles with Pesto,نودلز الكوسا بالبيستو,Main Course,Italian,Easy,Low Carb / Keto,Lunch,,6.0,18,5,9,2,238,10.9,13.2,21.4,6.6,4.8,5.9,397.0,16.0,21.0,133.0,2.0,1,1,Nuts,49.5,4.58,Low,Low,Mixed,Overweight,Medium,4.5,4.0
101061,Energy Balls,كرات الطاقة,Snack,International,Easy,Healthy Snack,Snack,18.0,0.0,18,3,7,4,120,3.8,14.4,5.4,2.1,,8.3,44.0,0.0,,32.0,1.1,0,1,Dairy|Gluten|Nuts,49.2,3.17,Low,Very Low,High Carb,Normal,Low,4.33,3.0
101062,Chocolate Protein Balls,كرات بروتين بالشوكولاتة,Snack,International,Easy,Post Workout,Snack,13.0,0.0,13,3,7,6,101,4.9,12.7,3.8,1.7,1.7,6.3,38.0,0.0,2.7,,0.7,0,1,Dairy|Gluten|Nuts,50.6,,Low,Very Low,Mixed,Normal,Low,4.0,4.0
101063,Apple Peanut Butter,تفاح مع زبدة فول سوداني,Snack,International,Very Easy,Balanced Snack,Snack,2.0,0.0,2,1,3,1,220,6.4,29.6,10.7,3.9,3.4,17.8,122.0,0.0,6.7,,0.5,0,1,Dairy|Nuts,43.4,2.91,Medium,Low,High Carb,Normal,Low,4.6,5.0
101064,Trail Mix,مكسرات وفواكه مجففة,Snack,International,Very Easy,Energy Boost,Snack,2.0,0.0,2,2,6,6,362,9.5,37.1,26.1,8.7,4.1,21.4,82.0,0.0,2.2,69.0,2.7,1,1,Nuts,37.9,2.62,Medium,Low,Mixed,Normal,Low,4.0,6.0
101065,Strawberry Protein Smoothie,سموذي الفراولة والبروتين,Beverage,International,Very Easy,Muscle Gain / Post Workout,Anytime,2.0,0.0,2,4,6,2,287,23.6,34.7,3.7,1.3,3.9,18.1,130.0,11.0,84.4,213.0,,0,1,Dairy,57.3,8.22,Medium,Low,Mixed,Normal,Low,4.12,8.0
101066,Green Detox Smoothie,سموذي أخضر,Beverage,International,Very Easy,Detox / Weight Loss,Anytime,6.0,0.0,6,1,7,2,206,5.0,40.1,3.2,1.1,5.5,16.6,94.0,0.0,108.5,86.0,,0,1,None,58.5,2.43,Medium,Low,High Carb,Overweight,Low,3.4,5.0
101067,Banana Peanut Butter Smoothie,سموذي الموز وزبدة الفول,Beverage,International,Very Easy,Pre Workout / Energy,Anytime,2.0,0.0,2,2,7,4,425,13.1,52.2,11.5,3.4,4.1,27.1,167.0,,13.7,212.0,1.7,0,1,Dairy|Gluten|Nuts,47.3,3.08,High,Moderate,High Carb,Normal,Low,4.0,1.0
101068,Mango Turmeric Smoothie,سموذي المانجو والكركم,Beverage,International,Very Easy,Anti-Inflammatory,Anytime,5.0,0.0,5,4,7,1,238,8.3,42.8,3.7,1.1,4.6,31.1,120.0,5.0,49.4,190.0,0.8,0,1,Dairy|Nuts,55.3,3.49,High,Low,High Carb,Normal,Low,3.33,3.0
101928,Berry Antioxidant Smoothie,سموذي التوت المضاد للأكسدة,Beverage,International,Very Easy,Immunity Boost,Anytime,3.0,0.0,3,4,6,1,210,7.2,42.2,3.2,,6.7,27.7,92.0,5.0,37.0,158.0,1.1,0,1,Dairy|Nuts,58.4,3.43,High,Low,High Carb,Normal,Low,4.4,5.0
101070,Banana Nice Cream,آيس كريم الموز,Dessert,International,Very Easy,Healthy Dessert / Vegan,Dessert,4.0,0.0,4,3,2,2,129,2.0,30.1,0.5,0.2,2.8,14.4,2.0,0.0,,6.0,,1,1,None,50.4,1.55,Medium,Very Low,High Carb,Normal,Low,4.4,5.0
101071,Chia Pudding,بودنج الشيا,Dessert/Snack,International,Very Easy,High Fiber / Omega 3,Snack,12.0,0.0,12,2,5,1,243,9.4,37.0,11.2,4.0,11.8,17.7,154.0,5.0,3.3,235.0,,0,1,Dairy|Nuts,54.5,3.87,Medium,Low,High Carb,Normal,Low,4.2,5.0
101072,Baked Cinnamon Apples,تفاح مخبوز بالقرفة,Dessert,International,Very Easy,Healthy Dessert,Dessert,5.0,26.0,31,5,6,1,169,1.1,41.2,2.0,0.8,4.1,27.8,7.0,0.0,8.8,23.0,0.6,0,1,Dairy|Gluten,48.7,0.65,High,Very Low,High Carb,Normal,Low,,6.0
101073,Falafel Wrap,سندويتش فلافل,Main Course,Middle Eastern,Medium,Vegan / Protein,Dinner,21.0,18.0,39,9,11,1,422,19.7,59.1,16.6,5.3,10.9,4.5,590.0,0.0,13.2,,5.2,1,1,Gluten,56.5,4.67,High,Moderate,High Carb,Normal,Medium,3.2,5.0
101074,Tabbouleh Salad,سلطة التبولة,Salad,Middle Eastern,Easy,Light / Vegan,Lunch,14.0,0.0,14,4,9,1,204,4.8,26.3,6.6,2.4,6.8,3.5,428.0,0.0,38.9,55.0,3.0,1,1,Gluten,61.1,2.35,Medium,Low,High Carb,Normal,Medium,4.75,4.0
101075,Shakshuka,شكشوكة,Breakfast,Middle Eastern,Easy,Balanced,Breakfast,6.0,18.0,24,7,11,1,300,16.8,17.4,14.6,3.9,4.6,8.4,600.0,394.0,35.9,80.0,3.5,0,1,Eggs,52.1,5.6,Low,Low,Balanced Macro,Normal,Medium,4.25,4.0
101076,Meal Prep Chicken Rice,دجاج وأرز للميل بريب,Main Course,International,Easy,Muscle Gain / Meal Prep,Dinner,18.0,,46,9,9,6,494,39.7,49.5,9.6,2.8,3.3,2.3,417.0,89.0,6.9,42.0,1.9,0,0,None,53.2,8.04,High,Moderate,High Protein,Normal,Medium,4.75,4.0
101077,Overnight Oats 5 Ways,شوفان بالليل 5 وصفات,Breakfast,International,Very Easy,Meal Prep / Healthy,Breakfast,9.0,0.0,9,6,6,2,325,14.7,52.9,8.1,2.9,7.6,18.0,162.0,7.0,10.2,252.0,,0,1,Dairy|Gluten,57.2,4.52,High,Low,High Carb,Normal,Low,4.0,4.0
101078,Grilled Chicken Breast,صدر دجاج مشوي,Main Course,Mediterranean,Easy,High Protein / Weight Loss,Dinner,8.0,14.0,22,6,7,2,319,35.5,4.2,15.1,4.3,,1.4,468.0,86.0,10.4,28.0,1.7,0,0,None,47.1,11.13,Low,Low,High Protein,Overweight,Low,3.33,3.0
101079,Egg White Omelette,عجة بياض البيض,Breakfast,International,Very Easy,High Protein / Low Cal,Breakfast,4.0,7.0,11,6,7,2,166,20.1,3.7,5.8,2.4,1.1,1.9,321.0,11.0,,66.0,,0,1,Eggs,52.6,12.11,Low,Very Low,High Protein,Normal,Low,,6.0
